,Median Age,Median Male Age,Median Female Age,Population,White Population,Black Population,Native American Population,Asian Population,Hispanic Population,Education None,Education High School,Education GED,Education Associates,Education Bachelors,Education Masters,Education Professional,Education Doctorate,Poverty,Household Income,Income Per Capita,Employment Labor Force,Employment Unemployed,Median Gross Rent,Median Home Value,zipcode,lat,lng,city,state,Google_URL,Count
239,50.3,50.6,48.8,574,538,0,0,0,0,17,199,24,0,66,58,8,0,8,56375,23992,273,0,,133000,25285,38.539656,-81.101556,WALLBACK,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.539656,-81.101556&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",86
240,47,46.2,48,1544,1517,0,7,0,24,18,557,86,68,23,13,0,6,231,35966,20025,576,52,617,78400,25286,38.615199,-81.407985,WALTON,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.615199,-81.407985&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",139
241,40.6,51.3,38.1,1270,1259,0,0,0,0,0,290,178,73,68,8,0,0,69,26786,17587,331,32,,55400,25287,38.954715,-82.051426,WEST COLUMBIA,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.954715,-82.051426&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",93
242,46.5,44.3,48.6,2417,1635,293,6,70,67,13,410,83,158,348,194,71,67,719,26350,30695,1196,92,623,133300,25301,38.350719,-81.630359,CHARLESTON,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.350719,-81.630359&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",175
243,43,41.3,45.8,14795,12159,1444,5,28,151,118,2761,541,766,1636,1076,260,50,2651,45896,26338,7669,747,695,98800,25302,38.393184,-81.59547,CHARLESTON,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.393184,-81.59547&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",173
244,41.6,37.8,43.8,7101,6256,483,40,65,73,20,1101,108,384,1417,589,94,52,613,52233,30642,3924,169,689,129600,25303,38.359561,-81.68613,CHARLESTON,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.359561,-81.68613&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",171
245,43.4,38.2,49.4,8705,7670,475,4,297,107,15,1344,285,320,1364,680,509,184,968,55000,42247,4420,223,695,174800,25304,38.306056,-81.593194,CHARLESTON,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.306056,-81.593194&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",176
246,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,25305,38.337629,-81.612742,CHARLESTON,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.337629,-81.612742&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",172
247,43.9,44.1,43.8,6428,5601,359,15,0,18,38,1881,392,264,269,98,44,0,1289,40464,20704,3096,351,699,80800,25306,38.312522,-81.499429,CHARLESTON,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.312522,-81.499429&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",179
248,40.9,38.8,44.6,13409,11811,566,47,97,99,63,3190,464,664,1383,695,296,90,2066,42361,26214,6036,291,602,100200,25309,38.308648,-81.749531,CHARLESTON,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.308648,-81.749531&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",179
249,42.3,41.7,42.8,10523,8524,974,9,199,223,51,1857,392,494,1082,568,214,162,2678,36171,28807,5264,468,669,98900,25311,38.366863,-81.557035,CHARLESTON,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.366863,-81.557035&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",177
250,41.7,40.6,42.8,14543,12510,1038,48,0,281,141,4233,844,709,964,318,88,27,2568,39354,22428,6704,576,640,92200,25312,38.448403,-81.659346,CHARLESTON,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.448403,-81.659346&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",161
251,35.6,35.8,35.6,13027,11903,453,0,396,265,46,2684,367,497,1816,748,115,69,1502,56989,29958,6651,292,768,137800,25313,38.419303,-81.766456,CHARLESTON,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.419303,-81.766456&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",160
252,44.5,42.7,46.3,16101,14818,203,0,597,176,44,1963,241,430,3432,1619,1258,330,1833,78456,47503,8360,297,854,205600,25314,38.308083,-81.640254,CHARLESTON,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.308083,-81.640254&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",172
253,45.1,41,47.9,3361,3109,86,0,0,9,10,1066,178,129,198,24,10,5,598,39236,20491,1517,150,606,75300,25315,38.222276,-81.56033,CHARLESTON,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.222276,-81.56033&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",183
254,43.5,42.2,44.3,6324,5889,0,4,9,0,16,1600,348,226,451,179,10,25,1014,39203,23076,2678,146,702,96800,25320,38.539851,-81.633191,CHARLESTON,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.539851,-81.633191&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",157
255,33.1,31.5,34.4,14675,11993,1794,47,90,902,81,2896,746,513,930,521,86,111,4229,35000,19485,6719,861,828,141400,25401,39.457153,-77.972619,MARTINSBURG,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.457153,-77.972619&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",164
256,37.9,37.2,38.5,13586,12220,899,0,166,441,38,2357,251,626,1800,702,87,30,956,75544,33270,7457,506,1067,200800,25403,39.47485,-78.011639,MARTINSBURG,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.47485,-78.011639&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",158
257,36.7,36,37,21859,18177,1722,41,482,953,129,4485,774,1279,1762,840,58,168,3142,50138,24272,10636,1151,904,150200,25404,39.483025,-77.890325,MARTINSBURG,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.483025,-77.890325&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",174
258,39.9,40.1,39.5,13551,11414,1431,32,71,590,64,2829,831,881,1071,493,52,0,1510,53822,24480,7000,590,1017,155600,25405,39.409184,-77.961535,MARTINSBURG,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.409184,-77.961535&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",162
259,46.3,46.2,46.7,12850,12553,94,4,58,164,197,3328,493,706,1091,577,83,89,1602,41077,23466,6067,702,707,168800,25411,39.548748,-78.22147,BERKELEY SPRINGS,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.548748,-78.22147&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",134
260,38.2,37.9,38.5,8514,7634,543,0,55,84,62,1930,429,481,621,160,40,46,957,63038,25609,4690,407,1056,162100,25413,39.310588,-78.055948,BUNKER HILL,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.310588,-78.055948&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",162
261,40.6,40.3,41.1,17254,14626,1660,0,554,1303,110,2980,371,733,2705,1059,101,149,2138,73963,34468,8857,792,877,223900,25414,39.242415,-77.865749,CHARLES TOWN,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.242415,-77.865749&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",161
262,41.3,38.6,43.2,9998,9017,696,0,71,402,56,2099,478,484,844,517,40,15,1300,63356,34472,5236,514,911,190600,25419,39.575796,-77.89571,FALLING WATERS,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.575796,-77.89571&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",171
263,42.5,41.9,42.9,4058,4058,0,0,0,216,0,1119,148,228,242,127,0,0,307,62857,25480,2173,135,917,127500,25420,39.381565,-78.115041,GERRARDSTOWN,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.381565,-78.115041&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",174
264,55.4,55.9,53.9,1717,1623,21,11,10,27,0,537,118,114,195,40,27,5,247,30071,24768,821,201,668,166000,25422,39.544988,-78.354289,GREAT CACAPON,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.544988,-78.354289&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",113
265,41.7,41.7,41.8,13505,12910,197,41,37,299,27,2392,615,684,1429,606,98,121,984,67593,30091,7061,571,1021,199000,25425,39.306168,-77.773612,HARPERS FERRY,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.306168,-77.773612&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",165
266,44.6,44.3,44.8,11823,11413,162,17,2,158,105,2797,685,638,1024,515,114,141,1212,55324,28136,6320,708,925,163700,25427,39.534237,-78.066125,HEDGESVILLE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.534237,-78.066125&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",168
267,37.5,36.8,37.9,11078,10050,638,0,179,489,100,2630,544,480,937,337,20,15,1617,54969,24896,5374,587,1198,157100,25428,39.380635,-78.02221,INWOOD,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.380635,-78.02221&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",147
268,42.9,45.4,40.6,8214,7143,631,0,91,277,49,2110,573,258,818,151,69,32,922,59676,27406,4232,243,810,191700,25430,39.327184,-77.937913,KEARNEYSVILLE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.327184,-77.937913&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",148
269,47.9,45.8,55.6,267,267,0,0,0,11,0,66,86,0,0,0,12,0,30,31338,23276,206,35,,84600,25431,39.483762,-78.574312,LEVELS,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.483762,-78.574312&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",160
270,49.8,45.7,68,71,71,0,0,0,0,0,36,16,0,0,0,0,0,9,36333,24913,49,9,,73100,25432,39.305755,-77.78429,MILLVILLE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.305755,-77.78429&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",167
271,45.6,51.4,42.9,2883,2831,20,0,5,71,0,1175,138,90,65,20,0,0,688,31651,17436,1157,22,628,132800,25434,39.439723,-78.46111,PAW PAW,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.439723,-78.46111&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",149
272,33.6,33.9,29.1,292,292,0,0,0,0,0,86,31,0,0,0,0,0,25,30291,18459,144,0,383,,25437,39.427797,-78.570489,POINTS,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.427797,-78.570489&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",161
273,34.1,36.6,32.4,6932,5514,1038,0,144,702,39,1453,407,340,618,225,43,29,1170,44732,26250,3873,328,897,156600,25438,39.323441,-77.864008,RANSON,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.323441,-77.864008&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",173
274,44.2,44.6,43.7,1519,1430,13,0,21,9,0,222,43,61,205,132,25,0,71,81500,36582,810,38,832,187500,25442,39.370198,-77.832595,SHENANDOAH JUNCTION,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.370198,-77.832595&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",178
275,36.9,31.6,41.3,7442,6640,395,26,77,294,0,602,144,385,1006,719,72,173,570,67888,32844,3784,320,920,268800,25443,39.443745,-77.817226,SHEPHERDSTOWN,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.443745,-77.817226&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",165
276,54.6,51,84.2,180,180,0,0,0,0,0,67,36,0,0,16,0,0,13,30326,38464,99,0,,,25444,39.412854,-78.523889,SLANESVILLE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.412854,-78.523889&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",150
277,40.1,42.4,37.8,1638,1625,0,0,0,0,0,361,118,52,160,42,0,0,508,69306,25433,928,147,,211600,25446,39.241588,-77.953405,SUMMIT POINT,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.241588,-77.953405&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",137
278,44.2,44.2,44.2,1255,1204,0,0,0,0,0,332,59,23,42,39,0,0,175,46676,20379,449,17,,89700,25501,38.153876,-81.969643,ALKOL,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.153876,-81.969643&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",173
279,49.9,51.4,47.5,1377,1335,0,0,0,0,0,432,76,0,42,6,0,0,229,49688,19783,455,80,616,73800,25502,38.656399,-82.117158,APPLE GROVE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.656399,-82.117158&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",161
280,28.7,28,28.7,908,908,0,0,0,0,0,237,0,68,11,0,0,0,404,24886,9951,126,12,,62000,25503,38.612591,-82.120957,ASHTON,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.612591,-82.120957&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",161
281,39.1,37.1,41.4,13001,12179,294,5,211,237,114,2541,426,757,1393,506,269,113,1375,45934,25415,5604,377,781,133800,25504,38.376421,-82.270009,BARBOURSVILLE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.376421,-82.270009&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",172
282,38.1,38.6,37.7,559,559,0,0,0,0,0,188,11,19,31,0,0,0,34,80395,19564,246,31,,137500,25505,38.012295,-82.03119,BIG CREEK,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.012295,-82.03119&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",128
283,43.8,43.3,44.2,4744,4716,0,0,0,0,129,1306,151,93,88,46,19,0,1941,23494,13956,1477,248,415,55200,25506,38.20472,-82.18702,BRANCHLAND,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.20472,-82.18702&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",163
284,47.5,45.5,48.6,894,892,1,0,0,13,0,164,20,79,90,56,16,4,153,45333,25184,393,38,500,105600,25507,38.395279,-82.563009,CEREDO,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.395279,-82.563009&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",178
285,40.6,39.8,41.4,9968,9910,14,0,0,78,47,2546,384,623,472,189,20,8,2000,35898,19815,3413,418,586,96600,25508,37.96394,-82.021969,CHAPMANVILLE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.96394,-82.021969&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",113
286,40.1,35.2,41.9,5394,5322,0,0,32,0,28,1124,315,322,498,281,81,45,716,60192,26572,2641,58,762,113400,25510,38.382304,-82.082946,CULLODEN,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.382304,-82.082946&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",166
287,34.5,34.7,31.8,1005,993,0,0,0,0,13,208,71,23,12,0,0,0,361,22212,12092,298,41,800,,25511,38.051218,-82.33503,DUNLOW,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.051218,-82.33503&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",110
288,42.7,43.9,42.3,1160,1138,0,22,0,0,14,283,46,7,22,6,0,0,328,29429,12882,252,62,,66500,25512,38.184728,-82.327278,EAST LYNN,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.184728,-82.327278&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",166
289,43.1,41.9,44.2,3497,3466,5,0,0,28,66,1051,242,78,89,68,0,0,1093,31742,17874,1110,91,468,70500,25514,38.10026,-82.528704,FORT GAY,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.10026,-82.528704&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",168
290,42.7,42.8,42.4,2455,2455,0,0,0,147,8,801,72,205,122,32,0,0,376,33333,19426,1055,181,568,82100,25515,38.756623,-82.146875,GALLIPOLIS FERRY,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.756623,-82.146875&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",166
291,38.4,36.1,40.1,2368,2358,0,0,10,14,27,610,161,83,7,28,0,0,556,30665,16709,698,44,528,70800,25517,38.108275,-82.443166,GENOA,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.108275,-82.443166&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",158
292,40.2,42.6,37.1,1388,1388,0,0,0,0,21,383,14,116,13,0,0,0,174,35536,16954,545,15,,49500,25520,38.561148,-82.182864,GLENWOOD,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.561148,-82.182864&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",157
293,26.5,26.4,28.2,915,906,9,0,0,0,0,229,12,15,0,0,0,0,373,33603,12467,341,24,707,99800,25521,38.219782,-81.999378,GRIFFITHSVILLE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.219782,-81.999378&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",175
294,47.7,45.5,49.6,2866,2860,0,0,6,0,11,720,60,39,258,146,61,12,531,39904,27268,1172,82,480,101300,25523,38.278729,-82.049132,HAMLIN,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.278729,-82.049132&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",170
295,43.8,44.6,42,3388,3285,31,0,8,0,73,899,196,205,78,73,25,0,613,45096,22997,1183,120,575,73600,25524,38.021624,-82.117351,HARTS,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.021624,-82.117351&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",111
296,40,40.4,39.2,22711,21507,634,74,138,240,116,4203,876,1562,2409,1573,387,138,1835,59119,30444,10551,355,776,180800,25526,38.394443,-81.991309,HURRICANE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.394443,-81.991309&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",181
297,50.4,50.4,50.5,1149,1126,3,0,0,0,13,377,91,0,77,0,0,0,337,38864,18331,349,86,,71500,25529,38.152577,-81.846879,JULIAN,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.152577,-81.846879&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",169
298,45.4,37.2,48.9,4959,4789,19,0,0,96,38,1408,163,311,291,93,0,0,576,36149,21360,2386,88,451,83700,25530,38.35838,-82.576854,KENOVA,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.35838,-82.576854&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",174
299,53.2,53,73,160,160,0,0,0,0,0,10,29,0,0,0,0,0,116,9346,11718,29,0,,,25534,38.084433,-82.274956,KIAHSVILLE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.084433,-82.274956&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",160
300,40.1,37.9,42.7,3041,2991,0,0,25,0,0,554,188,148,308,110,54,0,119,51750,25308,1233,15,1006,115500,25535,38.308557,-82.434852,LAVALETTE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.308557,-82.434852&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",173
301,54.9,54.8,54.9,1533,1512,5,0,0,0,8,428,84,52,35,124,0,0,197,39844,24398,805,42,906,99600,25537,38.533383,-82.281971,LESAGE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.533383,-82.281971&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",168
302,47.3,47.5,38.6,240,240,0,0,0,0,0,58,40,26,0,0,0,0,28,28702,14949,125,19,,9999,25540,38.182609,-82.156471,MIDKIFF,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.182609,-82.156471&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",153
303,42.9,41.9,44.3,8482,8203,22,54,78,66,45,2210,421,515,666,377,80,79,1089,46557,25003,3847,251,648,129500,25541,38.480587,-82.130164,MILTON,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.480587,-82.130164&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",160
304,42.4,38.7,45.4,5289,5227,37,15,0,0,25,1366,123,256,439,219,22,76,335,60821,28817,2284,35,742,138600,25545,38.458992,-82.217439,ONA,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.458992,-82.217439&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",161
305,44.6,44.9,41.8,1036,1026,0,0,0,10,0,183,86,82,38,0,0,0,206,,19895,322,52,,112800,25547,37.916034,-81.965478,PECKS MILL,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.916034,-81.965478&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",103
306,44.9,40.8,47.6,8893,8577,169,0,0,103,0,2465,439,601,545,197,24,0,1319,38588,20929,3354,204,477,89400,25550,38.863326,-82.067437,POINT PLEASANT,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.863326,-82.067437&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",96
307,51.1,51.1,51,1910,1910,0,0,0,0,8,599,45,32,68,93,7,9,88,42619,25067,735,40,634,46300,25555,38.213877,-82.549652,PRICHARD,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.213877,-82.549652&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",172
308,47.1,47.7,41.6,1528,1528,0,0,0,0,29,370,137,18,71,11,19,0,271,38983,18235,488,7,,37500,25557,38.105832,-82.171951,RANGER,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.105832,-82.171951&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",165
309,42.7,41.5,46.6,1979,1979,0,0,0,0,0,675,50,33,113,68,0,0,64,48229,22275,807,81,,105500,25559,38.324948,-82.229139,SALT ROCK,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.324948,-82.229139&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",170
310,40.1,39.6,40.7,8228,7875,207,0,0,137,14,1704,235,558,1067,679,96,122,458,70714,35938,4211,263,894,186200,25560,38.445189,-81.899312,SCOTT DEPOT,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.445189,-81.899312&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",169
311,28.4,27.1,30.2,2083,2083,0,0,0,0,48,278,42,87,29,22,0,0,557,31433,14037,701,37,698,77900,25564,38.272188,-81.901012,SOD,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.272188,-81.901012&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",171
